"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "probeset"
"Os.26990.1.S1_at" 7.61340383899687 1.37429581764122 16.5316592967554 6.34521471315803e-30 2.43872143784618e-28 56.9257842293766 "Os.26990.1.S1_at"
"Os.15221.1.S1_a_at" 7.59579301221233 4.51827642084414 15.9100078860573 9.62162504284629e-29 3.56198766586197e-27 54.1925451005778 "Os.15221.1.S1_a_at"
"Os.27598.1.S1_at" 7.57803419632081 3.11805773916417 10.3426471873782 2.54302563156434e-17 6.14934246904446e-16 27.8032622687749 "Os.27598.1.S1_at"
"Os.17198.1.S1_at" 7.56735777924945 0.852873073842099 41.9642410284849 7.64131841541604e-64 1.34501267887547e-61 135.443232566283 "Os.17198.1.S1_at"
"Os.51439.1.S1_at" 7.56709031717543 1.18355793192055 15.6004561698986 3.79436222620568e-28 1.36506641544912e-26 52.8134434466038 "Os.51439.1.S1_at"
"Os.17761.1.S1_a_at" 7.56041318667933 0.659745292266313 24.6580929038576 1.76294603868658e-43 1.16010744944855e-41 88.3257830468009 "Os.17761.1.S1_a_at"
"Os.7752.1.S1_at" 7.55968179771276 3.03050081132137 18.6916211319788 7.32935289624003e-34 3.2602552549771e-32 66.0431016281973 "Os.7752.1.S1_at"
"OsAffx.3560.1.S1_at" 7.54802524004221 0.77978366567367 37.9078018498935 8.08975129415082e-60 1.1322100213682e-57 126.144360531948 "OsAffx.3560.1.S1_at"
"Os.22631.1.S1_a_at" 7.54761444242096 9.96062161574598 2.82056134206737 0.0058178534224056 0.0361768601088511 -4.69879248899139 "Os.22631.1.S1_a_at"
"Os.15690.1.S1_at" 7.54506669839995 0.504859696189264 51.8251594471031 2.51148814860175e-72 7.58495857595083e-70 155.002834154756 "Os.15690.1.S1_at"
"Os.50919.1.S1_at" 7.53550523287566 0.482335139241584 54.6421676586041 1.7819283589322e-74 6.1970068540756e-72 159.946638908549 "Os.50919.1.S1_at"
"Os.19752.2.S1_x_at" 7.53383560961725 0.833922832689179 39.0969761046228 4.89816881608668e-61 7.35776761792371e-59 128.959253605851 "Os.19752.2.S1_x_at"
"Os.47934.1.S1_x_at" 7.5163063808497 0.947704174742079 27.4322391844426 2.1173297243796e-47 1.63742067714758e-45 97.4069503147863 "Os.47934.1.S1_x_at"
"Os.20575.1.S1_at" 7.51012924357346 1.49171909414147 52.3907128596796 9.11739138157044e-73 2.79772273934372e-70 156.015606347461 "Os.20575.1.S1_at"
"OsAffx.23039.1.S1_x_at" 7.51000169188566 9.45076598332329 3.24833701265482 0.00159697878364064 0.0121729325933671 -3.50230943473141 "OsAffx.23039.1.S1_x_at"
"Os.22567.1.S1_at" 7.50650456440724 5.98642512833188 7.24251417875647 1.06749488940455e-10 1.88825498593748e-09 12.5988837818364 "Os.22567.1.S1_at"
"OsAffx.23041.1.S1_at" 7.48253173235263 9.23121498871651 4.19201740743512 6.12428745091728e-05 0.000648742592779279 -0.406105714794782 "OsAffx.23041.1.S1_at"
"OsAffx.24686.1.S1_at" 7.47967448847499 1.00701560406518 43.6847617376353 1.90655187913438e-65 3.70853423486404e-63 139.143651804107 "OsAffx.24686.1.S1_at"
"Os.14640.1.S1_at" 7.47807540558418 3.7602313496199 4.76729635376788 6.59206340559873e-06 8.0052723555521e-05 1.74782404561973 "Os.14640.1.S1_at"
"Os.15134.1.S1_at" 7.47307440036603 3.62753265091743 12.6893234425905 2.68074095299703e-22 7.76116434737012e-21 39.2875189606483 "Os.15134.1.S1_at"
"Os.32366.1.S1_at" 7.47264432586917 4.82793042923873 2.8037998568205 0.00610456875749367 0.0376309448334224 -4.74279715347725 "Os.32366.1.S1_at"
"Os.19574.1.S1_at" 7.4711106464748 9.41403075598389 6.72721481446955 1.22181520344774e-09 2.02806479618855e-08 10.1841943056397 "Os.19574.1.S1_at"
"Os.19611.1.S1_a_at" 7.46930914801492 4.18617554784466 9.11051569252314 1.14953302330876e-14 2.47793027586412e-13 21.6929540282399 "Os.19611.1.S1_a_at"
"Os.7691.1.S1_s_at" 7.46719375357304 2.17380512915203 28.8278773390539 2.93436063201022e-49 2.5168831358148e-47 101.710472488817 "Os.7691.1.S1_s_at"
"Os.28192.1.S1_at" 7.46239606724956 4.36214851186006 4.89686690547172 3.90361422991175e-06 4.88330481231297e-05 2.25706932638548 "Os.28192.1.S1_at"
"OsAffx.3240.1.S1_s_at" 7.45999717007873 5.82154102562433 3.9865583546431 0.000130218428379292 0.00130359278737972 -1.12940888907232 "OsAffx.3240.1.S1_s_at"
"Os.10387.1.S1_a_at" 7.45229629697643 7.95475384328874 8.47961045261502 2.60200201042291e-13 5.27404024592326e-12 18.58174471276 "Os.10387.1.S1_a_at"
"Os.53912.1.S1_x_at" 7.43619061818483 1.11627013402983 5.93768883210411 4.53411832583477e-08 6.8198369009974e-07 6.61839893910731 "Os.53912.1.S1_x_at"
"Os.56997.1.S1_at" 7.4296071073022 0.741145727225689 39.3924178134538 2.46898814027946e-61 3.77801273241377e-59 129.646758878033 "Os.56997.1.S1_at"
"Os.17160.1.S1_s_at" 7.42639515218292 3.89574932464584 12.9608118780486 7.33331422751132e-23 2.16349736248357e-21 40.5882462760635 "Os.17160.1.S1_s_at"
"Os.17520.1.S1_at" 7.39160760159898 0.551629044336883 54.4399815036174 2.52139197058615e-74 8.61205440810562e-72 159.600017850305 "Os.17520.1.S1_at"
"Os.37243.2.S1_x_at" 7.38412218749345 1.54046695718769 5.0002510439628 2.55608263839838e-06 3.26811795803422e-05 2.66927867597556 "Os.37243.2.S1_x_at"
"Os.33708.1.S1_s_at" 7.37952380815082 1.34321505385256 46.1756059622498 1.14320354871338e-67 2.53279173869772e-65 144.270283166779 "Os.33708.1.S1_s_at"
"Os.20461.1.S1_at" 7.37671787509058 1.87095815006978 27.6477560333738 1.0816122792495e-47 8.53714935459348e-46 98.0825755294451 "Os.20461.1.S1_at"
"Os.7101.1.S1_at" 7.37243955234112 1.04225888276665 9.31558153340707 4.15671776207092e-15 9.13172965632287e-14 22.7085246310173 "Os.7101.1.S1_at"
"Os.18238.1.S1_at" 7.36878616236485 0.895181145283572 21.896664128695 3.02811588015014e-39 1.65013623394848e-37 78.5147546399459 "Os.18238.1.S1_at"
"Os.50886.1.S1_at" 7.36468181852529 1.12440885881102 31.55367407342 1.087034326377e-52 1.11785311319292e-50 109.654578762751 "Os.50886.1.S1_at"
"Os.27759.1.S1_at" 7.36365729642177 1.57605261712051 31.714341432589 6.94462323508406e-53 7.23223902859516e-51 110.105000286713 "Os.27759.1.S1_at"
"OsAffx.32235.1.A1_at" 7.34243453073533 3.823647971956 3.9584907709554 0.000144091295294431 0.00142925612905533 -1.22620847370129 "OsAffx.32235.1.A1_at"
"Os.38258.1.S1_x_at" 7.33343741451773 2.99639082458991 14.1635113568573 2.58660441155124e-25 8.46206011081149e-24 46.2579996704966 "Os.38258.1.S1_x_at"
"Os.12491.1.S1_at" 7.31823408824172 4.66118459469498 11.1176966494007 5.54153934209504e-19 1.42657967935441e-17 31.6339320247649 "Os.12491.1.S1_at"
"Os.27478.1.A1_s_at" 7.31311069468181 1.75583747276874 22.1300454055102 1.28654559012736e-39 7.12592268848344e-38 79.3759862024288 "Os.27478.1.A1_s_at"
"Os.52151.1.S1_at" 7.31078298200876 6.71400952414191 2.76577562041846 0.00680350884037677 0.0410341543282006 -4.84179644052048 "Os.52151.1.S1_at"
"Os.32721.1.S1_at" 7.30559452020844 2.18429987851987 7.45502781704839 3.85152822935389e-11 6.97847782939011e-10 13.6105239209477 "Os.32721.1.S1_at"
"Os.7937.1.S1_s_at" 7.2850271196458 16.218476708256 3.45430354668474 0.000820777176505907 0.00679524396800779 -2.87781912605206 "Os.7937.1.S1_s_at"
"Os.19061.1.S1_s_at" 7.28425635410226 0.509219203504737 56.9611884483033 3.6168219290753e-76 1.43131362713241e-73 163.836431128548 "Os.19061.1.S1_s_at"
"Os.6173.2.S1_x_at" 7.28328666004904 3.9497646600735 11.1569436808258 4.56928895699011e-19 1.1810582834685e-17 31.8271787427314 "Os.6173.2.S1_x_at"
"OsAffx.4611.1.S1_s_at" 7.27511273265288 4.65143206704499 5.46861413041667 3.55121845119338e-07 4.93284960460854e-06 4.59765120362096 "OsAffx.4611.1.S1_s_at"
"Os.27003.1.S1_a_at" 7.2641267037322 0.84437740939212 30.2066546874468 5.01787664869576e-51 4.77505469080365e-49 105.801845865892 "Os.27003.1.S1_a_at"
"Os.48079.1.S1_at" 7.25851142524927 1.04454805777873 23.086196619572 4.10806418460751e-41 2.42270235396863e-39 82.8413110335182 "Os.48079.1.S1_at"
"Os.20540.1.S1_at" 7.25026672044352 2.54348253058341 17.5320268658873 8.85175954886706e-32 3.68066424951514e-30 61.2215962396995 "Os.20540.1.S1_at"
"Os.8865.2.S1_x_at" 7.24091916054022 1.26199978722888 23.2233563658337 2.5269385996415e-41 1.50259886761273e-39 83.3302362691013 "Os.8865.2.S1_x_at"
"Os.11599.1.S1_at" 7.24009140884812 2.1492300043725 11.0550049078832 7.54300624849353e-19 1.92884485094053e-17 31.3250732473022 "Os.11599.1.S1_at"
"Os.1229.1.S1_at" 7.23225180930729 0.929930175292527 26.6323564733548 2.65583658452878e-46 1.968956264773e-44 94.8628551624109 "Os.1229.1.S1_at"
"Os.10175.1.S1_at" 7.22121624381259 2.55229248296739 3.67049286622262 0.000396594315333927 0.00357258634262032 -2.19035600816804 "Os.10175.1.S1_at"
"Os.50204.1.S1_at" 7.2155583593677 0.989143602083554 27.7443658036089 8.0145153399984e-48 6.34329543779018e-46 98.3841043000851 "Os.50204.1.S1_at"
"Os.47784.1.S1_at" 7.20464791961398 1.0675792376205 25.8666757651976 3.15852174078201e-45 2.23204796218661e-43 92.3721480761905 "Os.47784.1.S1_at"
"Os.47600.1.S1_s_at" 7.19581231735094 3.1976789249961 8.76050279477917 6.50416825635068e-14 1.35372572682595e-12 19.9638327274322 "Os.47600.1.S1_s_at"
"Os.10609.1.S1_at" 7.19050900233077 4.76424761135325 10.4800147054055 1.28821007648246e-17 3.1535866300647e-16 28.4838270804211 "Os.10609.1.S1_at"
"Os.25507.1.S1_at" 7.18963278999595 1.32780020914484 43.4814524292234 2.92862809260472e-65 5.58307432590844e-63 138.713398873893 "Os.25507.1.S1_at"
"Os.27992.1.S1_at" 7.18511729169627 2.0197212557349 13.2073687443321 2.27457778376516e-23 6.84066155073441e-22 41.7631597625966 "Os.27992.1.S1_at"
"Os.46685.1.S1_x_at" 7.17643398402551 1.69215379186999 24.8410898658025 9.500736885515e-44 6.3098528236646e-42 88.9477423086426 "Os.46685.1.S1_x_at"
"Os.51353.1.S1_at" 7.17608211424464 2.4229693377359 10.5797288403037 7.86642817711578e-18 1.93813388432485e-16 28.9774895807626 "Os.51353.1.S1_at"
"Os.26615.1.S1_at" 7.17560316730214 2.23656650243569 10.3070810452095 3.03298056952731e-17 7.30333575495661e-16 27.6269752531697 "Os.26615.1.S1_at"
"Os.49273.1.S1_at" 7.17238515978452 2.93466915734408 18.6736736059598 7.88373017379084e-34 3.49601394770066e-32 65.9697602520968 "Os.49273.1.S1_at"
"Os.20338.1.S1_at" 7.16180852346655 2.47946922206247 9.90194099892498 2.26210913256957e-16 5.22982861583831e-15 25.6172994477102 "Os.20338.1.S1_at"
"Os.22682.1.S1_a_at" 7.15477813199713 4.89928131197973 11.4293838942963 1.20074747353526e-19 3.17810385269375e-18 33.1661524305019 "Os.22682.1.S1_a_at"
"Os.7927.1.S1_at" 7.15343793923796 6.88940981023547 6.43674374538821 4.70684257683165e-09 7.55509047630682e-08 8.8512260822773 "Os.7927.1.S1_at"
"Os.5191.1.S1_at" 7.1436164035956 4.73470685303881 11.1221140489685 5.42248573477374e-19 1.39781256259114e-17 31.6556869025158 "Os.5191.1.S1_at"
"Os.16838.1.S1_at" 7.14280762858131 0.754138649645286 44.8695022417525 1.61933276486327e-66 3.35929612743392e-64 141.614833145777 "Os.16838.1.S1_at"
"Os.18786.1.S1_at" 7.13795679810741 1.36144859303349 16.0062891634418 6.29470336928422e-29 2.34852190335674e-27 54.619050266 "Os.18786.1.S1_at"
"OsAffx.32208.1.A1_at" 7.13628562787145 3.99729239952067 5.05121842702682 2.07099471386405e-06 2.67592476178669e-05 2.8743618760287 "OsAffx.32208.1.A1_at"
"Os.13014.1.S1_a_at" 7.12541243595677 1.08235881145479 9.16909747336454 8.59734027315276e-15 1.86515152950492e-13 21.9829231613672 "Os.13014.1.S1_a_at"
"OsAffx.4511.1.S1_s_at" 7.12405924748924 0.529472925448492 28.3380879423365 1.29255228992083e-48 1.0610763304755e-46 100.219287588625 "OsAffx.4511.1.S1_s_at"
"Os.44735.1.S1_at" 7.12251747461361 1.59178721448815 19.5498229093326 2.34987785894585e-35 1.10706643105116e-33 69.5035921142765 "Os.44735.1.S1_at"
"Os.8450.2.S1_at" 7.1164812922888 4.89925097107467 5.29250411006442 7.53594720434568e-07 1.01532689006754e-05 3.86132947523921 "Os.8450.2.S1_at"
"Os.53717.1.S1_at" 7.09773204956752 1.64983955106874 4.90602564828287 3.76060952342454e-06 4.71468856616008e-05 2.29337879800824 "Os.53717.1.S1_at"
"Os.55033.1.A1_at" 7.08480536705145 0.501417147977307 50.3059817494416 4.02268217811205e-71 1.13151739580601e-68 152.22949625175 "Os.55033.1.A1_at"
"Os.7948.1.S1_a_at" 7.06758439090548 1.24022714872706 19.5571114243412 2.28309962636396e-35 1.07737518717119e-33 69.5325938701517 "Os.7948.1.S1_a_at"
"Os.36969.1.S1_at" 7.06016178817701 0.56890882193389 26.5562274253201 3.38887281826115e-46 2.49948971796223e-44 94.6176703565162 "Os.36969.1.S1_at"
"OsAffx.7772.1.S1_at" 7.0537304755317 1.4523685780468 20.8270702563099 1.65680883142202e-37 8.45075594352519e-36 74.4881597780964 "OsAffx.7772.1.S1_at"
"Os.14283.1.A1_at" 7.052781380582 1.04111979094593 44.756808631888 2.04216387274993e-66 4.15544139525306e-64 141.382375777736 "Os.14283.1.A1_at"
"Os.7892.1.S1_a_at" 7.04968042917026 4.28253702554943 3.01287205891485 0.00330377908406348 0.022619908292773 -4.17816693606287 "Os.7892.1.S1_a_at"
"Os.8888.1.S1_at" 7.04765678367942 1.00476122865045 17.1817218187346 3.8946767942914e-31 1.57605320035282e-29 59.7317205651824 "Os.8888.1.S1_at"
"Os.48109.1.A1_x_at" 7.04668621647722 1.52449689116619 28.1886599711326 2.04010000589511e-48 1.65814473850245e-46 99.7602816991317 "Os.48109.1.A1_x_at"
"Os.26499.1.S1_at" 7.04257183008711 1.52207238487387 31.2922061744935 2.26296493211627e-52 2.29829121654328e-50 108.91748220371 "Os.26499.1.S1_at"
"Os.25983.1.S1_a_at" 7.04246523448669 13.8681501717951 4.54603413459114 1.58406637574991e-05 0.000183222932419435 0.898027321078239 "Os.25983.1.S1_a_at"
"OsAffx.23983.1.S1_at" 7.0322517607045 0.651027635078648 26.8898874194075 1.16901794694728e-46 8.73445154058969e-45 95.6883097283785 "OsAffx.23983.1.S1_at"
"Os.27770.3.A1_a_at" 7.03200656501314 0.845585632288644 43.7852879721098 1.54299752256854e-65 3.01157428027305e-63 139.355711856798 "Os.27770.3.A1_a_at"
"Os.26686.1.S1_a_at" 7.02213813354608 2.84453953053697 17.2242018677846 3.25149848727936e-31 1.31780896953828e-29 59.9132192128339 "Os.26686.1.S1_a_at"
"Os.20603.1.S1_s_at" 7.0190032596081 2.34249402414496 16.9638742015008 9.86341211281747e-31 3.92770516209363e-29 58.7973619828937 "Os.20603.1.S1_s_at"
"Os.20465.1.S1_at" 7.00095730263252 1.37745645832455 12.1756329403541 3.1765059316663e-21 8.93063514800959e-20 36.8075419136756 "Os.20465.1.S1_at"
"Os.23217.1.S1_s_at" 6.99747210250245 6.35643933387578 7.40040424516336 5.00879648035655e-11 9.00986707322318e-10 13.349714043131 "Os.23217.1.S1_s_at"
"OsAffx.18426.1.S1_x_at" 6.98998926536731 1.47691006535535 9.27561597955413 5.06849792741887e-15 1.1113509670277e-13 22.5104890674417 "OsAffx.18426.1.S1_x_at"
"Os.20693.1.S1_at" 6.98959399676621 1.96380411699777 22.7870161263077 1.19403942677328e-40 6.91386179486419e-39 81.7677857285718 "Os.20693.1.S1_at"
"Os.17174.1.S1_at" 6.98850957161276 0.682665446475654 42.8454497350482 1.13486855905491e-64 2.08721242486182e-62 137.355458039055 "Os.17174.1.S1_at"
"Os.19404.1.S1_at" 6.98440867772207 4.9057119711359 5.49333190149091 3.19233974517453e-07 4.45700338826289e-06 4.70202333830626 "Os.19404.1.S1_at"
"Os.13980.1.S1_at" 6.97536213306108 0.433047041964384 67.3970419108219 4.67225633384545e-83 2.76395271081154e-80 179.62567201418 "Os.13980.1.S1_at"
"Os.20998.1.S1_at" 6.97214481031123 0.531654337353757 52.9614769420259 3.31302692878286e-73 1.05615617348566e-70 157.027209229323 "Os.20998.1.S1_at"
"Os.13484.1.S1_at" 6.96975391048654 13.49460834495 4.47790904104394 2.06507743368104e-05 0.000235437818210104 0.641616989196706 "Os.13484.1.S1_at"
"Os.2217.1.S1_a_at" 6.94902921208637 5.57966592326251 9.26608464413684 5.31395740647884e-15 1.1633937577206e-13 22.4632669036024 "Os.2217.1.S1_a_at"
"Os.34471.1.S1_at" 6.94274425428561 0.926168897137236 11.7774083407599 2.19460661075372e-20 5.95981621099243e-19 34.8695552080809 "Os.34471.1.S1_at"
"Os.8521.2.S1_x_at" 6.93661487892156 0.626632256897772 55.5487902352227 3.81315330593111e-75 1.40260489103166e-72 161.485935131464 "Os.8521.2.S1_x_at"
"Os.12550.1.S1_s_at" 6.93111908261294 1.51217718557395 15.580497747559 4.14704195817462e-28 1.48914619301612e-26 52.7241157736807 "Os.12550.1.S1_s_at"
"Os.18215.1.S1_at" 6.92784732076881 4.21916017677358 5.44131166365444 3.99364635137265e-07 5.5273375526885e-06 4.48265384748202 "Os.18215.1.S1_at"
"Os.53046.1.S1_s_at" 6.92324296908422 1.15376588196803 16.2161839448183 2.50623280523293e-29 9.46758728307281e-28 55.5448032564916 "Os.53046.1.S1_s_at"
"Os.2135.1.S1_at" 6.92188657310187 2.57529637820071 7.52072297161514 2.80636111869872e-11 5.12685812522031e-10 13.9248781843163 "Os.2135.1.S1_at"
"Os.52540.1.A1_at" 6.91920107687167 1.65421538085963 30.5926223115331 1.65025249621855e-51 1.59418836259281e-49 106.919987081487 "Os.52540.1.A1_at"
"Os.46182.1.S1_at" 6.9090288823545 3.68688643975946 5.81218831220259 7.92146900566662e-08 1.16401980661501e-06 6.06976953472483 "Os.46182.1.S1_at"
"OsAffx.3970.1.S1_at" 6.90888953112444 0.487971057306108 32.6247375053619 5.67800095213296e-54 6.25364780490007e-52 112.621853104138 "OsAffx.3970.1.S1_at"
"Os.49319.1.S1_at" 6.90569313362961 2.12878399320956 7.26470254652501 9.60046577082142e-11 1.70134010766299e-09 12.7041157161722 "Os.49319.1.S1_at"
"Os.28089.1.S2_at" 6.89463879765227 1.70486875093154 40.773768396099 1.064574374268e-62 1.7809739575582e-60 132.801136873972 "Os.28089.1.S2_at"
"Os.14148.1.S1_at" 6.89107208140412 1.35279917818985 26.4300463181201 5.08176129928143e-46 3.69583810995395e-44 94.2101004006005 "Os.14148.1.S1_at"
"Os.27577.1.S1_at" 6.88843335305581 1.19873028466284 40.4414274387639 2.24837322820947e-62 3.65484851504578e-60 132.051099880743 "Os.27577.1.S1_at"
"OsAffx.25952.1.S1_x_at" 6.88770611755531 10.210402549393 5.01672549222257 2.38828009679832e-06 3.06655378193066e-05 2.73543547213836 "OsAffx.25952.1.S1_x_at"
"OsAffx.15537.1.S1_at" 6.88179937833644 3.17595611484476 8.85587347356136 4.05812596878416e-14 8.52667097549516e-13 20.4343221612395 "OsAffx.15537.1.S1_at"
"Os.27745.1.A1_at" 6.87567077478392 2.47194314365916 16.648983331192 3.81928937576375e-30 1.48582008786492e-28 57.43615857877 "Os.27745.1.A1_at"
"Os.49710.1.S1_at" 6.87243681289261 0.666956028453085 33.2211476587033 1.13616529282884e-54 1.285906051935e-52 114.238856653052 "Os.49710.1.S1_at"
"Os.37009.1.S1_at" 6.86924710565293 2.35012957820999 4.44973365799106 2.30288888382687e-05 0.000260280421374342 0.536311921777138 "Os.37009.1.S1_at"
"Os.23778.1.S1_at" 6.86146512910267 4.08290339602933 3.06495659494437 0.00282203677268851 0.01979150746644 -4.03225524983149 "Os.23778.1.S1_at"
"Os.9142.1.S1_at" 6.85969364429583 1.42848340375557 34.8994406640837 1.39455797110505e-56 1.69899204878875e-54 118.660169990142 "Os.9142.1.S1_at"
"OsAffx.7765.1.S1_at" 6.85845525404094 1.65832008564336 15.3003306172961 1.45166259404064e-27 5.10099834484016e-26 51.4649669894738 "OsAffx.7765.1.S1_at"
"Os.11639.1.S1_at" 6.8499589401814 5.77618414409541 4.01668674052988 0.000116752140912628 0.00118114798128499 -1.02495658805972 "Os.11639.1.S1_at"
"Os.13835.2.S3_a_at" 6.84807981459114 1.75668696566047 12.0087734364493 7.1278651962592e-21 1.97303984897127e-19 35.9970505436293 "Os.13835.2.S3_a_at"
"OsAffx.32241.1.A1_at" 6.84272748451722 3.77717432596376 4.28698133732413 4.28823451616186e-05 0.000466125161974617 -0.0632763764776101 "OsAffx.32241.1.A1_at"
"OsAffx.31788.1.S1_s_at" 6.83578536617471 1.42637910656935 30.2744765924815 4.12374071042797e-51 3.94380815742963e-49 105.999166787779 "OsAffx.31788.1.S1_s_at"
"OsAffx.30939.2.S1_s_at" 6.83160133100651 1.65350538995793 6.94381114387588 4.41397201582938e-10 7.53144639346778e-09 11.1919764903712 "OsAffx.30939.2.S1_s_at"
"Os.28814.1.S1_at" 6.82203005583579 0.525765209387459 34.4818479936995 4.09748738216069e-56 4.88819170401548e-54 117.577355846899 "Os.28814.1.S1_at"
"Os.20299.1.S1_a_at" 6.78955156125176 5.88298939549056 7.42799418861322 4.38659379903479e-11 7.91794669318069e-10 13.4813817035906 "Os.20299.1.S1_a_at"
"Os.28406.1.S1_at" 6.78485495833291 1.48514731737307 9.34914107897001 3.51898909368198e-15 7.75447896212209e-14 22.8748524632164 "Os.28406.1.S1_at"
"Os.5361.1.S1_at" 6.77861698243188 3.26280833138781 2.9867926422134 0.00357259559649679 0.0241556054436123 -4.25044874345671 "Os.5361.1.S1_at"
"Os.10583.1.S1_s_at" 6.77816882844407 0.836232119183375 14.1838551226067 2.35427534784087e-25 7.71078926996602e-24 46.3525243492334 "Os.10583.1.S1_s_at"
"OsAffx.2891.1.S1_s_at" 6.77205554180926 2.98479656210863 2.76413278216366 0.00683529110410032 0.0411523107895798 -4.84604774163006 "OsAffx.2891.1.S1_s_at"
"Os.11923.1.S1_x_at" 6.76334369032096 2.24046189476589 2.68642533175218 0.00850258210686652 0.0491433487566695 -5.04466429084035 "Os.11923.1.S1_x_at"
"Os.9226.1.S1_a_at" 6.75791884138143 1.02661177617681 25.0264984255867 5.0957786734773e-44 3.40799500980739e-42 89.5744786302339 "Os.9226.1.S1_a_at"
"Os.24883.1.S1_s_at" 6.72533261161593 2.01813322696966 27.3063315732492 3.14077176985331e-47 2.40619179836746e-45 97.0103275302101 "Os.24883.1.S1_s_at"
"Os.47301.1.A1_at" 6.71198700590512 0.63331465893374 55.220588965775 6.64494539664547e-75 2.41329276424247e-72 160.9315095027 "Os.47301.1.A1_at"
"Os.43143.1.S1_at" 6.70877754949195 2.63699166034295 9.87257908121045 2.61703505923164e-16 6.03337508111009e-15 25.4715869173751 "Os.43143.1.S1_at"
"Os.6027.1.A1_at" 6.69144422334228 3.14876210227927 8.33392995956878 5.32938941061994e-13 1.06221265425562e-11 17.86747463307 "Os.6027.1.A1_at"
"Os.20810.1.S1_a_at" 6.69118233359621 7.28854290097633 4.76257232327624 6.71823361194725e-06 8.14850308858079e-05 1.7294160325879 "Os.20810.1.S1_a_at"
"Os.14274.1.S1_at" 6.68092125508822 1.22556481398022 28.468392151145 8.69523788225537e-49 7.24165660608966e-47 100.617989893712 "Os.14274.1.S1_at"
"Os.16927.1.S1_at" 6.66791297715766 1.31917918144933 29.0444826650732 1.53285788852578e-49 1.33472612077977e-47 102.363507525748 "Os.16927.1.S1_at"
"OsAffx.32349.1.A1_at" 6.65824778729725 2.50586286318198 5.61904462151295 1.85055110582263e-07 2.63494599390358e-06 5.23662105783284 "OsAffx.32349.1.A1_at"
"Os.10426.1.S1_at" 6.65820628347973 3.83083706878438 8.95918225525705 2.43336712062265e-14 5.16770807237486e-13 20.944562696916 "Os.10426.1.S1_at"
"Os.35209.1.S1_s_at" 6.65750132139407 6.92634296349502 2.95383256316739 0.00394123012699021 0.0262331129969786 -4.34105319773624 "Os.35209.1.S1_s_at"
"Os.2690.1.S1_a_at" 6.65626329932855 6.70266417418512 5.81028256854884 7.98855534797795e-08 1.17327689525895e-06 6.06148162842276 "Os.2690.1.S1_a_at"
"Os.5446.1.S1_at" 6.65117976811065 7.94872987347632 2.8388932936103 0.00551842940472683 0.0346634106330117 -4.6504103492202 "Os.5446.1.S1_at"
"Os.17347.1.S2_at" 6.64489304516802 3.98415279133668 2.89060091973004 0.00474834950656296 0.03060770516576 -4.51251696840859 "Os.17347.1.S2_at"
"Os.33613.1.S1_at" 6.63732973755526 0.610088802457801 27.2012525457989 4.36941377277332e-47 3.32527455052093e-45 96.6782289695708 "Os.33613.1.S1_at"
"Os.27624.1.S1_at" 6.628368610721 2.60868398864636 4.92645219750995 3.45979544236569e-06 4.35755008941676e-05 2.37450571716707 "Os.27624.1.S1_at"
"Os.25613.1.A1_at" 6.62801832369043 1.28109381482862 11.0129000618799 9.27983048537264e-19 2.36559410444981e-17 31.1175221056292 "Os.25613.1.A1_at"
"Os.52420.1.A1_at" 6.62633994146558 1.01568481998548 33.3648384764974 7.73871319629639e-55 8.86352975309141e-53 114.624762166186 "Os.52420.1.A1_at"
"Os.26537.2.S1_x_at" 6.62300787673546 0.85005765977351 29.2103934275637 9.34594941090644e-50 8.26331693523318e-48 102.861074001321 "Os.26537.2.S1_x_at"
"OsAffx.32196.1.A1_at" 6.62201363667375 5.41910637602273 3.17358065452826 0.00201960537006054 0.0148861907957372 -3.72136452210052 "OsAffx.32196.1.A1_at"
"Os.5148.1.S1_at" 6.61861164126264 2.78382874415169 6.43720131875685 4.69692968313642e-09 7.54321911776474e-08 8.85330789529322 "Os.5148.1.S1_at"
"Os.24768.1.S1_x_at" 6.6024804604755 1.04295201589002 25.4512165092715 1.23876406075476e-44 8.53334445789068e-43 90.9973297537727 "Os.24768.1.S1_x_at"
"Os.4688.1.S1_at" 6.60035080499132 3.82226203314381 13.5270366444056 5.03449140550644e-24 1.56579504515323e-22 43.2770517651704 "Os.4688.1.S1_at"
"OsAffx.4296.1.S1_at" 6.60029355506343 2.79964051467938 5.84492425410241 6.8519191848961e-08 1.011517434185e-06 6.21233881427688 "OsAffx.4296.1.S1_at"
"Os.5179.1.A1_at" 6.5994171352795 1.09652960407196 8.83423367620612 4.51675506599282e-14 9.46604964195764e-13 20.3275190169911 "Os.5179.1.A1_at"
"Os.38283.1.S2_a_at" 6.59878179927821 2.84976893235955 5.35541060819687 5.767804934391e-07 7.84470686762798e-06 4.12284864717672 "Os.38283.1.S2_a_at"
"Os.55386.1.A1_at" 6.58913192783948 0.594184997466598 21.4628042707086 1.5112616713303e-38 7.97784887067848e-37 76.8973151672 "Os.55386.1.A1_at"
"Os.51299.1.S1_at" 6.58783890955183 0.531087007854379 48.2888340555243 1.80774706627084e-69 4.45202326853018e-67 148.422241983879 "Os.51299.1.S1_at"
"Os.27943.1.S1_s_at" 6.56134276551325 3.90422431887155 6.81647513672614 8.04101183524202e-10 1.34836160470444e-08 10.5981560915557 "Os.27943.1.S1_s_at"
